filename,width,height,class,xmin,ymin,xmax,ymax
egohands-public-1620853743157_png_jpg.rf.00f7f996ff9ebc1e87ec545312b9b333.jpg,640,640,Scissors,322,224,580,587

20220216_223209_jpg.rf.00afc8449c9c384360851cbf9c9d1367.jpg,640,640,Rock,296,359,494,479
IMG_5567_mp4-172_jpg.rf.00ea35059dbcb4573aa2e63923d4f943.jpg,640,640,Paper,304,445,598,520

zoom_tests_RockPaperScissors-mohamed_mp4-194_jpg.rf.01275507cc53e3ce21c852df1e27a529.jpg,640,640,Scissors,354,276,516,612




0199_png.rf.00f8492e3a41bc22e1b14db9df53e48a.jpg,640,640,Scissors,219,413,345,550
0199_png.rf.00f8492e3a41bc22e1b14db9df53e48a.jpg,640,640,Paper,103,296,219,447
IMG_5567_mp4-20_jpg.rf.01233ceeca7bc5db3a220a7208aad763.jpg,640,640,Scissors,219,367,361,473

JWitt-RCP_mp4-14_jpg.rf.011890d1e826045d24de7729e840a802.jpg,640,640,Rock,36,236,386,419
egohands-public-1620914955502_png_jpg.rf.00dec065c2f86ada7688ec3c91a0dee7.jpg,640,640,Paper,378,247,636,364

IMG_5636_MOV-62_jpg.rf.01069ddd7b57a370f790ab30786fab54.jpg,640,640,Paper,82,351,347,467
IMG_5636_MOV-62_jpg.rf.01069ddd7b57a370f790ab30786fab54.jpg,640,640,Rock,447,374,592,460
IMG_5636_MOV-72_jpg.rf.0124f03e472f4f782054ea79fd15eb92.jpg,640,640,Paper,406,266,614,429
IMG_7043_MOV-142_jpg.rf.01397349d130fb13d47e246af605f352.jpg,640,640,Paper,141,339,632,640

egohands-public-1623873265747_png_jpg.rf.00d9045cb50edadde52dda75aecf0b1b.jpg,640,640,Scissors,0,170,322,508
IMG_7079_MOV-35_jpg.rf.00bc4c693fe092245cedeb91fd059f69.jpg,640,640,Paper,0,281,398,637
zoom_tests_RockPaperScissors-mohamed_mp4-190_jpg.rf.013cfcaf58860c3bd27eb5b899b68f32.jpg,640,640,Scissors,410,154,640,640
IMG_7043_MOV-85_jpg.rf.018b8c314902cd387325e9019e33872b.jpg,640,640,Rock,123,493,456,640

egohands-public-1628705400996_png_jpg.rf.017177033eeba7e45852048472a1eec8.jpg,640,640,Paper,57,389,348,551

youtube-133_jpg.rf.0144f59c2b86a309e92f1242277e8b64.jpg,640,640,Scissors,301,123,561,311
youtube-133_jpg.rf.0144f59c2b86a309e92f1242277e8b64.jpg,640,640,Paper,6,231,259,342
egohands-public-1622730816813_png_jpg.rf.01595d099910a2ade94eea02b30d2552.jpg,640,640,Paper,367,23,617,346


egohands-public-1620849863309_png_jpg.rf.01a0ecfa71f14c7271d1c89221bbe6d8.jpg,640,640,Paper,12,366,311,556
zoom_tests_RockPaperScissors-mohamed_mp4-163_jpg.rf.016df609b695b642e48f05e34ea4c9d6.jpg,640,640,Paper,70,110,348,629



zoom_tests_RockPaperScissors-mohamed_mp4-106_jpg.rf.01cc585c88c5bf324022a82226451ae3.jpg,640,640,Paper,252,288,487,618

JWitt-RCP_mp4-59_jpg.rf.01814d1c1dccda768c39285b1c65de8e.jpg,640,640,Scissors,237,255,597,579


egohands-public-1625151624183_png_jpg.rf.01d3c4f19e0b5b8792b965bda78bc7db.jpg,640,640,Scissors,0,260,163,520

egohands-public-1624377546647_png_jpg.rf.01d29bec071684ab838d18725f2ff5c1.jpg,640,640,Rock,0,82,182,289
egohands-public-1620849868616_png_jpg.rf.01d79566c275b6e0373f64ba1e18f017.jpg,640,640,Scissors,70,221,241,587
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-159_jpg.rf.01c901b9a422b35e9be5a6a5f9218765.jpg,640,640,Paper,285,169,475,325
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-159_jpg.rf.01c901b9a422b35e9be5a6a5f9218765.jpg,640,640,Scissors,186,63,314,271
0029_png.rf.01de8c16aead6e780598387687a65712.jpg,640,640,Scissors,263,366,385,478
0029_png.rf.01de8c16aead6e780598387687a65712.jpg,640,640,Scissors,132,259,198,407
youtube-115_jpg.rf.019472b78e3ea4198e47451a55bb8716.jpg,640,640,Paper,3,92,284,496
youtube-115_jpg.rf.019472b78e3ea4198e47451a55bb8716.jpg,640,640,Paper,326,28,549,424
egohands-public-1626460212575_png_jpg.rf.01e0cc63af3f1fcbdcf1eeca8c3d9d42.jpg,640,640,Scissors,472,176,640,440

JWitt-RCP_mp4-11_jpg.rf.020b6262b88240ca8298921f06e7fb7b.jpg,640,640,Rock,0,334,524,604
Photo-on-2-16-22-at-10-20-AM-6_jpg.rf.01dabf9a2a5a991342455af0a85b2448.jpg,640,640,Scissors,78,376,169,640
0031_png.rf.01ee1fffe08da1e95a3c89e8d2f11711.jpg,640,640,Scissors,188,340,249,455
0031_png.rf.01ee1fffe08da1e95a3c89e8d2f11711.jpg,640,640,Scissors,296,392,409,492

IMG_7079_MOV-10_jpg.rf.01f2006747fffc225a1f425e4d87fd93.jpg,640,640,Rock,2,247,395,538
zoom_tests_RockPaperScissors-mohamed_mp4-201_jpg.rf.0264f0c3fbec04bf844aa6dd8a35594b.jpg,640,640,Scissors,213,242,450,640
youtube-91_jpg.rf.01e9618ca12b9853cf370951833048f6.jpg,640,640,Scissors,151,154,420,417

zoom_tests_RockPaperScissors-mohamed_mp4-126_jpg.rf.022f50fdcdda1705718d657c79eced38.jpg,640,640,Paper,72,20,466,446
IMG_5636_MOV-67_jpg.rf.02221d557d7df9c4af22e3342ff0436c.jpg,640,640,Paper,168,386,492,523
IMG_7043_MOV-43_jpg.rf.0218345121275cab59cd6ab379f41dc7.jpg,640,640,Scissors,0,303,451,640
zoom_tests_RockPaperScissors-mohamed_mp4-196_jpg.rf.02450d7ca26557fe4f5f1400f26acd54.jpg,640,640,Scissors,346,341,490,606
0101_png.rf.01b1f00433309dd2ee001afc4a8d072f.jpg,640,640,Rock,414,354,467,471
0101_png.rf.01b1f00433309dd2ee001afc4a8d072f.jpg,640,640,Rock,210,303,267,400
IMG_7077_MOV-1_jpg.rf.022c144f6a226d68d02e97c4ed1f4d19.jpg,640,640,Rock,149,338,252,527





IMG_7079_MOV-126_jpg.rf.026f9b589989d575eb5e1f912c2ab8b6.jpg,640,640,Scissors,0,0,239,247
IMG_7079_MOV-148_jpg.rf.02213290f013979fc83afe14736a4174.jpg,640,640,Scissors,0,210,291,493
IMG_7079_MOV-35_jpg.rf.026cd6c1a582dfd7d4cc9994888cb058.jpg,640,640,Paper,0,246,418,545


JWitt-RCP_mp4-35_jpg.rf.0276fc59c8ec39a98b58ec8c4a631cb1.jpg,640,640,Rock,0,428,640,640
IMG_5636_MOV-46_jpg.rf.027f763c1cf47d58f2ce87ab4deb7f48.jpg,640,640,Scissors,151,293,337,468
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-226_jpg.rf.02190ec15a6104e20cee6a3b135f8ef4.jpg,640,640,Paper,350,36,445,229
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-226_jpg.rf.02190ec15a6104e20cee6a3b135f8ef4.jpg,640,640,Paper,269,89,375,254
IMG_5567_mp4-84_jpg.rf.0252f5c6191689e8408ad9aadd7a3a58.jpg,640,640,Paper,299,325,387,457
JWitt-RCP_mp4-85_jpg.rf.0268e7c411fd60f6bb0d39ac86b62a2d.jpg,640,640,Paper,432,144,640,349
JWitt-RCP_mp4-81_jpg.rf.0298723181a3a73326a3c0c56164a948.jpg,640,640,Paper,77,143,603,358
egohands-public-1626460210572_png_jpg.rf.0206de837d09f0464ac85752076cbe7e.jpg,640,640,Rock,379,293,529,469

egohands-public-1620850564403_png_jpg.rf.02a5e5a01ad7f0b80ba320464c536ab5.jpg,640,640,Rock,140,367,274,496



egohands-public-1624377516624_png_jpg.rf.02bd91e38ae0b115c3fc22059e6e938d.jpg,640,640,Scissors,58,304,360,555

0001_png.rf.02e05ccaf2bf8a0065be0ad8484f68cb.jpg,640,640,Rock,379,348,444,460
0001_png.rf.02e05ccaf2bf8a0065be0ad8484f68cb.jpg,640,640,Rock,259,471,321,578
IMG_7079_MOV-49_jpg.rf.02cc5bdee760678bd79487d6eae78292.jpg,640,640,Paper,133,256,640,556
IMG_5567_mp4-19_jpg.rf.02c886a5d94403e1bf739f2576e3aab9.jpg,640,640,Scissors,226,358,368,468

IMG_7043_MOV-200_jpg.rf.02b7d82beb377d54ad1aaed2390ab4b7.jpg,640,640,Scissors,308,255,640,432

egohands-public-1623358709389_png_jpg.rf.02eeb4c00bf19eb349927b590e8d7e4e.jpg,640,640,Rock,365,42,553,233
youtube-27_jpg.rf.02bfecc154fad07549f1877fb8295639.jpg,640,640,Rock,223,204,411,542
youtube-35_jpg.rf.02fc46db10769880efe3389efd4498a2.jpg,640,640,Scissors,181,155,567,452
JWitt-RCP_mp4-19_jpg.rf.02bb0eb2e6c8475465d04b0ed31bb5ce.jpg,640,640,Rock,61,65,602,386
JWitt-RCP_mp4-12_jpg.rf.02f329b97543806b0a7b713b598e59aa.jpg,640,640,Rock,106,269,640,562
egohands-public-1626442353882_png_jpg.rf.02fc5922af80084dde6896b8331043df.jpg,640,640,Paper,115,400,423,532
egohands-public-1622730821054_png_jpg.rf.030b4d3718e306e2399d6ce21a2ac49f.jpg,640,640,Scissors,267,437,632,640
0049_png.rf.031ab6a881c0a7d0ea031b41c1dd5df3.jpg,640,640,Scissors,237,395,344,507

egohands-public-1623336378070_png_jpg.rf.03026132e6dc08210c10a595ca2b3b7f.jpg,640,640,Rock,18,119,322,459


egohands-public-1623873264266_png_jpg.rf.032d265b618d825fd61dfe42d3296478.jpg,640,640,Paper,435,26,640,256
IMG_7079_MOV-41_jpg.rf.0321845b7884c368ff84955f62234455.jpg,640,640,Paper,0,271,506,640
JWitt-RCP_mp4-59_jpg.rf.0324bea174b27e7021c6353186f1f1da.jpg,640,640,Scissors,65,272,392,568
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-198_jpg.rf.0345d12af695eadf0cd8eca253e199bf.jpg,640,640,Rock,250,278,277,332
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-198_jpg.rf.0345d12af695eadf0cd8eca253e199bf.jpg,640,640,Rock,358,260,380,299
egohands-public-1620850622289_png_jpg.rf.0335f89b5f47d3531bbb4584da42fd1e.jpg,640,640,Rock,326,443,471,600



Screen-Shot-2021-05-12-at-3-28-30-PM_png_jpg.rf.036d13878b33dda8b701c7cd264161a1.jpg,640,640,Rock,421,153,554,340
IMG_5567_mp4-145_jpg.rf.0357d9501d753be0882cdad06a61cca2.jpg,640,640,Scissors,333,330,515,454
IMG_5636_MOV-59_jpg.rf.035e8e80d4e7556e14bf5539e046af40.jpg,640,640,Rock,436,395,613,491
IMG_5636_MOV-59_jpg.rf.035e8e80d4e7556e14bf5539e046af40.jpg,640,640,Paper,33,367,327,497
egohands-public-1626808611995_png_jpg.rf.0352e888f911dcd569eb670abac5d2ca.jpg,640,640,Scissors,138,266,539,627
Screen-Shot-2022-02-16-at-11-18-18-AM-2-_png.rf.038473186bd50f932083aa15edc957c3.jpg,640,640,Paper,422,354,531,637
JWitt-RCP_mp4-77_jpg.rf.037642bb14fca25c3bd8e12e464754e3.jpg,640,640,Paper,240,191,640,351

IMG_5636_MOV-26_jpg.rf.038d231ced210fe9749923977eb6c968.jpg,640,640,Rock,450,398,607,522
youtube-39_jpg.rf.0393cd113e5814d44f10586114c016d8.jpg,640,640,Scissors,113,210,498,507

egohands-public-1626201608534_png_jpg.rf.036f21430c750a798cab49f92b06cee6.jpg,640,640,Rock,155,325,574,632
egohands-public-1626201608534_png_jpg.rf.036f21430c750a798cab49f92b06cee6.jpg,640,640,Rock,122,352,400,625

Screen-Shot-2022-02-08-at-1-00-24-PM_png.rf.03124d17f268ee7c92a933caa171f8c2.jpg,640,640,Scissors,476,195,640,502
egohands-public-1620853735355_png_jpg.rf.03872eadacac99f4544fdbb5c794e1c5.jpg,640,640,Scissors,33,125,289,413
zoom_tests_RockPaperScissors-mohamed_mp4-119_jpg.rf.0385dbd1b742cd42f8bdef6232d5b7e0.jpg,640,640,Paper,345,73,640,495

zoom_tests_RockPaperScissors-mohamed_mp4-148_jpg.rf.03a91d406474ea0182a57f5bb66db06c.jpg,640,640,Paper,273,114,513,591
egohands-public-1626442353882_png_jpg.rf.03b459c9cba86edc7c37cd10f708f7bb.jpg,640,640,Paper,89,355,375,543
IMG_5636_MOV-69_jpg.rf.03a2ebbdf75579e53bb200ad74001d86.jpg,640,640,Paper,101,360,351,485


0010_png.rf.03b3bc2bfc5d0d8de259f423ecfee74b.jpg,640,640,Rock,387,266,436,363
0010_png.rf.03b3bc2bfc5d0d8de259f423ecfee74b.jpg,640,640,Rock,228,305,282,412
IMG_5567_mp4-146_jpg.rf.03ebde90d81823e379a628f13e48c0bb.jpg,640,640,Scissors,347,296,559,417
IMG_7079_MOV-64_jpg.rf.03e3a00507ac218a1bf675a2e6419208.jpg,640,640,Paper,182,193,640,441


Screen-Shot-2022-02-08-at-1-00-24-PM_png.rf.036d089ef2f346493e982985ac032e50.jpg,640,640,Scissors,23,218,210,505
egohands-public-1621349882272_png_jpg.rf.03ed973fd860f41aba42f0665f187bbf.jpg,640,640,Paper,178,256,389,456
20220216_222247_jpg.rf.0405c32f708c116e26a60a1555bb03ca.jpg,640,640,Paper,188,280,538,456
egohands-public-1625070655222_png_jpg.rf.03bd542f20a8837c3df9fd79a4449f61.jpg,640,640,Paper,297,293,597,537
egohands-public-1624377512097_png_jpg.rf.03f91152152797fb20891f4353ccaee5.jpg,640,640,Rock,122,354,316,559
egohands-public-1620852256502_png_jpg.rf.044f7a4e1143082f0725675e9c896618.jpg,640,640,Paper,138,348,251,431
egohands-public-1624465887713_png_jpg.rf.03e72b6755089507d40fdf26d2419173.jpg,640,640,Scissors,209,424,517,640

IMG_5636_MOV-24_jpg.rf.03e7aa361dfb7c315a26c6099507dfd7.jpg,640,640,Rock,89,352,235,455
zoom_tests_RockPaperScissors-mohamed_mp4-106_jpg.rf.046f31b3584169fbd2d21bdd46e34e12.jpg,640,640,Paper,166,250,426,617
JWitt-RCP_mp4-51_jpg.rf.0485f8e9b9e8e1bf5bdb5a8fbc9c4526.jpg,640,640,Scissors,415,0,640,262
0343_png.rf.044acac43ac574bc983c61fc2351cffa.jpg,640,640,Rock,160,262,216,376
IMG_7043_MOV-20_jpg.rf.043e52fcea7cf3004fb8faf0420d41df.jpg,640,640,Scissors,179,297,640,639

zoom_tests_RockPaperScissors-mohamed_mp4-49_jpg.rf.041c43b61632134fef02665e13277214.jpg,640,640,Rock,353,291,518,640
egohands-public-1626201628204_png_jpg.rf.049805670cf34afdf201880dfd8cf430.jpg,640,640,Scissors,362,259,640,600
egohands-public-1625860393844_png_jpg.rf.049d012e1542bda3dd2341b840640fe2.jpg,640,640,Paper,96,292,370,460


egohands-public-1624298525239_png_jpg.rf.04b1d75b3f07be620c6efc6c8b39b2fa.jpg,640,640,Scissors,254,224,640,553
IMG_5567_mp4-90_jpg.rf.04bf151d1ca1bedc8a080ee82bc73d6f.jpg,640,640,Paper,260,333,430,449

IMG_5567_mp4-75_jpg.rf.045346a214ad4f2c7ee20fc614ea548b.jpg,640,640,Paper,322,381,567,471



0179_png.rf.04dc40875af5bc9a8f638b5b27caddcc.jpg,640,640,Rock,398,414,450,524
0179_png.rf.04dc40875af5bc9a8f638b5b27caddcc.jpg,640,640,Scissors,270,458,388,583


egohands-public-1625012666756_png_jpg.rf.04e0b09c4d194c7c6b6cb0501bd21fd3.jpg,640,640,Scissors,351,53,633,339
egohands-public-1624298522552_png_jpg.rf.04f676dff36f8acf989d3939d04f6b99.jpg,640,640,Rock,105,342,329,559

0101_png.rf.05065b1ddecc07381ed7333e8267c946.jpg,640,640,Rock,195,328,250,449
0101_png.rf.05065b1ddecc07381ed7333e8267c946.jpg,640,640,Rock,402,276,460,376
Screen-Shot-2021-05-12-at-3-32-41-PM_png_jpg.rf.051657dba024f2c87066e3d6a80d9bda.jpg,640,640,Scissors,91,39,221,378
20220216_223322_jpg.rf.050c18ba1d7b3cbb6282545d8e845c27.jpg,640,640,Scissors,193,276,636,427

IMG_7043_MOV-194_jpg.rf.04f543d9fefcac3bdd0cb88c8977e980.jpg,640,640,Scissors,205,334,639,640
Screen-Shot-2022-02-16-at-11-17-13-AM-2-_png.rf.0521859377a692417037e192ecead6d3.jpg,640,640,Scissors,329,411,445,640

egohands-public-1626201608534_png_jpg.rf.051bfa36fd3161922dc4224641aa6eb9.jpg,640,640,Rock,159,323,614,640
egohands-public-1626201608534_png_jpg.rf.051bfa36fd3161922dc4224641aa6eb9.jpg,640,640,Rock,124,352,425,640
Photo-on-2-16-22-at-10-19-AM-2_jpg.rf.051e7bfe926651712ef673939a288d47.jpg,640,640,Rock,97,313,197,500





20220216_220815_jpg.rf.053fc617094f13fa761651b1934a4e4f.jpg,640,640,Scissors,178,395,526,559

egohands-public-1624563390127_png_jpg.rf.056f43a2fd4ed976617f497397ad1b3d.jpg,640,640,Rock,279,351,476,560


IMG_7077_MOV-35_jpg.rf.057ae100bfb7abc97a21cfb5d9cce57c.jpg,640,640,Scissors,297,280,489,429
IMG_7077_MOV-35_jpg.rf.057ae100bfb7abc97a21cfb5d9cce57c.jpg,640,640,Scissors,206,338,354,403
20220216_223152_jpg.rf.0576c7a6a3273919e5349a64fd2abd7a.jpg,640,640,Rock,161,302,447,463
IMG_7079_MOV-68_jpg.rf.057e2dd0220f37227b275ea9bc65f12d.jpg,640,640,Paper,205,237,640,495
egohands-public-1625151620837_png_jpg.rf.0583006f1273023e24114dc8a7481b7c.jpg,640,640,Rock,479,237,640,416

IMG_7077_MOV-12_jpg.rf.058da2606dc7a34b29e942c860f1360b.jpg,640,640,Rock,468,175,557,334
IMG_7077_MOV-12_jpg.rf.058da2606dc7a34b29e942c860f1360b.jpg,640,640,Rock,227,114,319,322
egohands-public-1626355945860_png_jpg.rf.05f27c1fa164deb11f9a762b490c4b33.jpg,640,640,Rock,434,213,575,393

IMG_5567_mp4-39_jpg.rf.05aa17a931ab3ca60a18f18eca5c5c9e.jpg,640,640,Rock,184,369,295,440
IMG_7079_MOV-3_jpg.rf.059546df8b68bcc774fc76b057f9cd9b.jpg,640,640,Rock,54,409,374,640


egohands-public-1626201626932_png_jpg.rf.0562589df69a31799135e12583b5c5b9.jpg,640,640,Scissors,0,207,263,454

0109_png.rf.05ef5b847efd86712488690475dd36a3.jpg,640,640,Rock,354,387,406,511
0109_png.rf.05ef5b847efd86712488690475dd36a3.jpg,640,640,Rock,149,466,204,587
egohands-public-1621214708794_png_jpg.rf.05d875d8e1bed6e6cbca7052bd8fb9bc.jpg,640,640,Paper,63,139,225,335

IMG_7043_MOV-200_jpg.rf.05d9927e01421a2e90f544e8829dfe2c.jpg,640,640,Scissors,0,257,337,440
egohands-public-1626201615960_png_jpg.rf.05c6eba4f2a0ca49af1d5bbcf4d056bd.jpg,640,640,Scissors,454,183,640,420

egohands-public-1623336390233_png_jpg.rf.05c75e23b6b496775fe390bf0df32e0f.jpg,640,640,Paper,114,481,385,640

youtube-88_jpg.rf.0621c0a17dc8ff17a12f27d9eadd1fa9.jpg,640,640,Rock,261,0,416,247


JWitt-RCP_mp4-21_jpg.rf.0631e01a7ae471d36e13a83d5ff46858.jpg,640,640,Rock,0,128,262,284
egohands-public-1624035528088_png_jpg.rf.0629f29c1b3d84d2da62e4b2217e7c5f.jpg,640,640,Paper,0,266,353,439


IMG_5567_mp4-88_jpg.rf.0639b52b5af13e91b00fd80f1f0ea97c.jpg,640,640,Paper,262,303,459,446
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-291_jpg.rf.0638ab0cdaafdaa3503df3bb214229c8.jpg,640,640,Rock,208,413,250,516
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-291_jpg.rf.0638ab0cdaafdaa3503df3bb214229c8.jpg,640,640,Rock,348,349,406,484
JWitt-RCP_mp4-78_jpg.rf.065cfe4e90214eef93f2c25b6a091bad.jpg,640,640,Paper,324,240,579,510


IMG_5636_MOV-43_jpg.rf.060460d335d939ad3a98f2d92e7f093c.jpg,640,640,Scissors,0,256,191,454
egohands-public-1625070648227_png_jpg.rf.06b9476fee9df6f0ef7c8308fe830696.jpg,640,640,Rock,13,297,203,603
egohands-public-1624035526954_png_jpg.rf.068e17118b00f9cc76c7ea3ec75e2790.jpg,640,640,Paper,291,191,640,379
egohands-public-1626201624528_png_jpg.rf.062354dd80349f0c8e1035a53c38db5f.jpg,640,640,Rock,43,275,258,529
egohands-public-1624563396763_png_jpg.rf.06af3630e64ce6ee4e5b88cb5d4cc2ff.jpg,640,640,Rock,468,174,634,363




IMG_7077_MOV-96_jpg.rf.0696bcc5204617e82449de2ad9674d24.jpg,640,640,Rock,99,15,192,215
IMG_7077_MOV-96_jpg.rf.0696bcc5204617e82449de2ad9674d24.jpg,640,640,Rock,443,136,529,334
JWitt-RCP_mp4-10_jpg.rf.069c2f67f6428f22c017c5d34b65d3b8.jpg,640,640,Rock,0,171,413,383
20220216_221837_jpg.rf.06bdbdf208aa1756a1305c5fe84b71e8.jpg,640,640,Rock,240,282,429,470

egohands-public-1620849844997_png_jpg.rf.071787b7c1a7c310a3245aecc8fc6880.jpg,640,640,Scissors,0,275,183,581

IMG_7043_MOV-174_jpg.rf.06fef1e9a504a29d7d3529ada77d97f8.jpg,640,640,Rock,0,343,404,627
20220216_220815_jpg.rf.072d1bf43a249b90ce0bcacd6925cb1e.jpg,640,640,Scissors,164,385,480,534

youtube-126_jpg.rf.073ad8b5f7fe23fb5b832b5cae90748a.jpg,640,640,Rock,442,34,568,239
youtube-126_jpg.rf.073ad8b5f7fe23fb5b832b5cae90748a.jpg,640,640,Rock,112,59,242,258
egohands-public-1622730827725_png_jpg.rf.07077e3e3f9aac9d212ebb8774454e7c.jpg,640,640,Rock,291,376,437,568
youtube-94_jpg.rf.0715a92919c8e5b320407d911461950c.jpg,640,640,Rock,58,168,228,397
youtube-94_jpg.rf.0715a92919c8e5b320407d911461950c.jpg,640,640,Scissors,337,152,621,357




IMG_7043_MOV-82_jpg.rf.07558be62340f38d1b60054b0c3ce5c2.jpg,640,640,Rock,185,376,437,564

0114_png.rf.069df9cf09c7f7d01be332cf87a93a8b.jpg,640,640,Paper,228,287,296,396
0114_png.rf.069df9cf09c7f7d01be332cf87a93a8b.jpg,640,640,Rock,433,280,479,379

youtube-83_jpg.rf.06ddfb70d0d9c2b81f093ef3d4918c2c.jpg,640,640,Rock,413,0,562,237
youtube-83_jpg.rf.06ddfb70d0d9c2b81f093ef3d4918c2c.jpg,640,640,Rock,109,0,260,179

zoom_tests_RockPaperScissors-mohamed_mp4-50_jpg.rf.0771f5aa74680def74c605d2b2855abf.jpg,640,640,Rock,131,195,278,580
egohands-public-1626355947123_png_jpg.rf.075a347593ae7b0421e86f5cd2e5c538.jpg,640,640,Rock,126,274,263,438


IMG_7043_MOV-204_jpg.rf.077013a53cd77b7c47855f6f81c459ab.jpg,640,640,Scissors,0,271,387,640
egohands-public-1624561279112_png_jpg.rf.078c2c6cbc20645f0221d6599b5a63a6.jpg,640,640,Scissors,351,279,638,505

IMG_7079_MOV-53_jpg.rf.07542e18268a3eabd7f59878faed2daf.jpg,640,640,Paper,194,206,540,421
IMG_5636_MOV-48_jpg.rf.07a639a757c78e3d614d0ea7889d0b7b.jpg,640,640,Scissors,193,374,380,537
egohands-public-1624035526954_png_jpg.rf.079e9344eb8f477a30b08827b7b826cc.jpg,640,640,Paper,0,212,368,422

egohands-public-1620849876455_png_jpg.rf.0788dfe3200b1652585369b688be386b.jpg,640,640,Rock,376,251,557,481
